date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:23:08	3077/3077	---MCZ	200	added ('OK')	text/css	etag:W/%22fa8-63b3d293-925f3433a8a1d146;gz%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/css/nice-select.css	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/css/nice-select.css	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:08	173746/173746	---MCZ	200	added ('OK')	text/css	etag:W/%222a6b8-63b3d293-ac069f44bd526397;gz%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/css/fontAwesome5Pro.css	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/css/fontAwesome5Pro.css	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:08	2616/2616	---M-Z	200	added ('OK')	text/css	etag:%22a38-63b3d293-f6d653e0c8804ee3;gz%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/css/vanilla-calendar-min.css	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/css/vanilla-calendar-min.css	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:08	1330/1330	---MCZ	200	added ('OK')	text/css	etag:W/%226f0-63b3d293-3de8e7434aac4bc4;gz%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/css/slick.css	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/css/slick.css	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:08	8360/8360	---MCZ	200	added ('OK')	text/css	etag:W/%2220ac-63b3d293-2d54826d1ac2fd70;gz%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/css/default.css	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/css/default.css	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:09	177336/177336	---MCZ	200	added ('OK')	text/css	etag:W/%22346e1-63b3d293-5f3e52b088f500ea;gz%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/css/style.css	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/css/style.css	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:09	7386/7386	---M-Z	200	added ('OK')	image/svg+xml	etag:%221cda-63b3d294-94d5d8036344bb36;gz%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/img/logo/glorio-logo.svg	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/img/logo/glorio-logo.svg	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:09	96974/96974	---M--	200	added ('OK')	image/jpeg	etag:%2217ace-63b3d294-4ac2a204d9d31a03;;;%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/img/gallery/footer/1.jpg	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/img/gallery/footer/1.jpg	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:10	100761/100761	---M--	200	added ('OK')	image/jpeg	etag:%2218999-63b3d294-182d1045b65e90cd;;;%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/img/gallery/footer/2.jpg	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/img/gallery/footer/2.jpg	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:10	102737/102737	---M--	200	added ('OK')	image/jpeg	etag:%2219151-63b3d294-1cbac724fde2eb8d;;;%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/img/gallery/footer/3.jpg	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/img/gallery/footer/3.jpg	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:10	86860/86860	---M--	200	added ('OK')	image/jpeg	etag:%221534c-63b3d294-dd1a6fb45d8c7864;;;%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/img/gallery/footer/4.jpg	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/img/gallery/footer/4.jpg	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:11	109478/109478	---M--	200	added ('OK')	image/jpeg	etag:%221aba6-63b3d294-2e5a8eb4410d0f56;;;%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/img/gallery/footer/5.jpg	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/img/gallery/footer/5.jpg	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:11	90255/90255	---M--	200	added ('OK')	image/jpeg	etag:%221608f-63b3d294-a99be63b5ddc4b7e;;;%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/img/gallery/footer/6.jpg	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/img/gallery/footer/6.jpg	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:11	22652/22652	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202023%2007:00:36%20GMT	https://codeskdhaka.com/html/glorio-preview/glorio/booking-form.html	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/booking-form.html	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:12	78012/78012	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202023%2007:00:36%20GMT	https://codeskdhaka.com/html/glorio-preview/glorio/index-2.html	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/index-2.html	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:12	82227/82227	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202023%2007:00:36%20GMT	https://codeskdhaka.com/html/glorio-preview/glorio/index-3.html	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/index-3.html	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:13	32500/32500	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202023%2007:00:34%20GMT	https://codeskdhaka.com/html/glorio-preview/glorio/about.html	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/about.html	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:13	33424/33424	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202023%2007:00:36%20GMT	https://codeskdhaka.com/html/glorio-preview/glorio/hotel-staff.html	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/hotel-staff.html	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:13	45218/45218	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202023%2007:00:36%20GMT	https://codeskdhaka.com/html/glorio-preview/glorio/restaurant.html	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/restaurant.html	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:14	18702/18702	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202023%2007:00:36%20GMT	https://codeskdhaka.com/html/glorio-preview/glorio/gallery.html	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/gallery.html	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:14	19953/19953	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202023%2007:00:36%20GMT	https://codeskdhaka.com/html/glorio-preview/glorio/gallery-masonry.html	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/gallery-masonry.html	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:14	19974/19974	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202023%2007:00:36%20GMT	https://codeskdhaka.com/html/glorio-preview/glorio/room.html	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/room.html	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:14	26710/26710	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202023%2007:00:36%20GMT	https://codeskdhaka.com/html/glorio-preview/glorio/room-grid.html	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/room-grid.html	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:15	29473/29473	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202023%2007:00:36%20GMT	https://codeskdhaka.com/html/glorio-preview/glorio/room-details.html	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/room-details.html	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:15	31741/31741	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202023%2007:00:36%20GMT	https://codeskdhaka.com/html/glorio-preview/glorio/service.html	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/service.html	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:15	19751/19751	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202023%2007:00:36%20GMT	https://codeskdhaka.com/html/glorio-preview/glorio/service-details.html	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/service-details.html	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:16	24436/24436	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202023%2007:00:36%20GMT	https://codeskdhaka.com/html/glorio-preview/glorio/event.html	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/event.html	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:16	25719/25719	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202023%2007:00:36%20GMT	https://codeskdhaka.com/html/glorio-preview/glorio/event-details.html	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/event-details.html	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:16	15634/15634	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202023%2007:00:36%20GMT	https://codeskdhaka.com/html/glorio-preview/glorio/error-404.html	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/error-404.html	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:17	34550/34550	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202023%2007:00:36%20GMT	https://codeskdhaka.com/html/glorio-preview/glorio/reviews.html	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/reviews.html	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:17	24738/24738	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202023%2007:00:36%20GMT	https://codeskdhaka.com/html/glorio-preview/glorio/pricing-plan.html	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/pricing-plan.html	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:17	31950/31950	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202023%2007:00:36%20GMT	https://codeskdhaka.com/html/glorio-preview/glorio/faq.html	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/faq.html	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:18	26972/26972	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202023%2007:00:36%20GMT	https://codeskdhaka.com/html/glorio-preview/glorio/blog.html	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/blog.html	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:18	31523/31523	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202023%2007:00:36%20GMT	https://codeskdhaka.com/html/glorio-preview/glorio/blog-details.html	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/blog-details.html	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:18	19585/19585	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Jan%202023%2007:00:36%20GMT	https://codeskdhaka.com/html/glorio-preview/glorio/contact.html	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/contact.html	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:19	1413/1413	---M--	200	added ('OK')	image/png	etag:%22585-63b3d294-325915185875c1f4;;;%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/img/header/hamburger.png	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/img/header/hamburger.png	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:19	173894/173894	---M--	200	added ('OK')	image/jpeg	etag:%222a746-63b3d294-9ffe9672b8dc09e4;;;%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/img/slider/slider-1.jpg	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/img/slider/slider-1.jpg	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:20	165814/165814	---M--	200	added ('OK')	image/jpeg	etag:%22287b6-63b3d294-de0843c2efeb38ea;;;%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/img/slider/slider-2.jpg	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/img/slider/slider-2.jpg	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:20	162926/162926	---M--	200	added ('OK')	image/jpeg	etag:%2227c6e-63b3d294-c937bac681c8cbf6;;;%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/img/slider/slider-3.jpg	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/img/slider/slider-3.jpg	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:20	2890/2890	---M--	200	added ('OK')	image/png	etag:%22b4a-63b3d293-e7df19ed46a33761;;;%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/img/cta/cta-icon-1.png	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/img/cta/cta-icon-1.png	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:21	2321/2321	---M--	200	added ('OK')	image/png	etag:%22911-63b3d293-b596f410f353ee7d;;;%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/img/cta/cta-icon-2.png	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/img/cta/cta-icon-2.png	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:21	2975/2975	---M--	200	added ('OK')	image/png	etag:%22b9f-63b3d293-353b813e2c702bcc;;;%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/img/cta/cta-icon-3.png	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/img/cta/cta-icon-3.png	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:21	3180/3180	---M--	200	added ('OK')	image/png	etag:%22c6c-63b3d293-9036a1626a24865e;;;%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/img/cta/cta-icon-4.png	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/img/cta/cta-icon-4.png	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:21	64587/64587	---M--	200	added ('OK')	image/jpeg	etag:%22fc4b-63b3d293-ef2dbefd686c27fd;;;%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/img/about/about-1.jpg	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/img/about/about-1.jpg	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:22	57447/57447	---M--	200	added ('OK')	image/jpeg	etag:%22e067-63b3d293-8be0cc82019288d6;;;%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/img/about/about-2.jpg	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/img/about/about-2.jpg	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:22	44709/44709	---M--	200	added ('OK')	image/jpeg	etag:%22aea5-63b3d293-e398208160985fe5;;;%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/img/about/about-3.jpg	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/img/about/about-3.jpg	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:22	134878/134878	---M--	200	added ('OK')	image/jpeg	etag:%2220ede-63b3d293-df5bcac3e498ff91;;;%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/img/about/about-4.jpg	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/img/about/about-4.jpg	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:22	8182/8182	---M--	200	added ('OK')	image/png	etag:%221ff6-63b3d293-1c2ab0bfab973afb;;;%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/img/about/batch.png	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/img/about/batch.png	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:23	95312/95312	---M--	200	added ('OK')	image/jpeg	etag:%2217450-63b3d294-fd0f013220d0b277;;;%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/img/room/room-1.jpg	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/img/room/room-1.jpg	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:23	29187/29187	---M--	200	added ('OK')	image/jpeg	etag:%227203-63b3d294-5650987ceaed5291;;;%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/img/room/room-3.jpg	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/img/room/room-3.jpg	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:23	29005/29005	---M--	200	added ('OK')	image/jpeg	etag:%22714d-63b3d294-f2f06a490622c47d;;;%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/img/room/room-2.jpg	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/img/room/room-2.jpg	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:23	55614/55614	---M--	200	added ('OK')	image/jpeg	etag:%22d93e-63b3d294-b222889f398d983b;;;%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/img/room/room-4.jpg	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/img/room/room-4.jpg	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:24	59958/59958	---M--	200	added ('OK')	image/jpeg	etag:%22ea36-63b3d294-ae4bf692c66758fb;;;%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/img/location/glo-loc1.jpg	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/img/location/glo-loc1.jpg	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:24	59505/59505	---M--	200	added ('OK')	image/jpeg	etag:%22e871-63b3d294-c07b75aea086d724;;;%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/img/location/glo-loc2.jpg	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/img/location/glo-loc2.jpg	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:24	52190/52190	---M--	200	added ('OK')	image/jpeg	etag:%22cbde-63b3d294-f85f822b9f30cfe;;;%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/img/location/glo-loc3.jpg	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/img/location/glo-loc3.jpg	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:24	48286/48286	---M--	200	added ('OK')	image/jpeg	etag:%22bc9e-63b3d294-e0b41eeeb6cb9a4a;;;%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/img/location/glo-loc4.jpg	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/img/location/glo-loc4.jpg	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:25	101023/101023	---M--	200	added ('OK')	image/jpeg	etag:%2218a9f-63b3d294-44a6cf1e10914d16;;;%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/img/service/3.jpg	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/img/service/3.jpg	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:25	78537/78537	---M--	200	added ('OK')	image/png	etag:%22132c9-63b3d294-cd4f1d6261663ccc;;;%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/img/price/pattern.png	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/img/price/pattern.png	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:25	35946/35946	---M--	200	added ('OK')	image/jpeg	etag:%228c6a-63b3d294-3263e11e9e12f3dd;;;%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/img/service/5.jpg	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/img/service/5.jpg	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:25	64673/64673	---M--	200	added ('OK')	image/jpeg	etag:%22fca1-63b3d294-d07c07caaabc45b2;;;%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/img/service/1.jpg	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/img/service/1.jpg	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
22:23:26	28789/28789	---M--	200	added ('OK')	image/jpeg	etag:%227075-63b3d294-4fbb7348ce6b9f36;;;%22	https://codeskdhaka.com/html/glorio-preview/glorio/assets/img/offer/offer-1.jpg	C:/My%20Web%20Sites/RWPD%20PROJECT%201/codeskdhaka.com/html/glorio-preview/glorio/assets/img/offer/offer-1.jpg	(from https://codeskdhaka.com/html/glorio-preview/glorio/index.html)
